step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
456,TRANSFER,4017972.88,C571696283,4017972.88,0.0,C340828714,0.0,0.0,1,0
228,PAYMENT,16045.12,C1187484337,386608.0,370562.88,M1825441698,0.0,0.0,0,0
307,PAYMENT,1337.72,C947388632,10303.0,8965.28,M508294926,0.0,0.0,0,0
193,CASH_OUT,103368.58,C225886337,103368.58,0.0,C1347548584,0.0,103368.58,1,0
563,TRANSFER,536568.41,C2020253505,0.0,0.0,C2042802776,1077269.89,1613838.31,0,0
301,CASH_OUT,341016.93,C1699175493,400291.54,59274.61,C1243185830,3909192.84,4250209.77,0,0
385,CASH_OUT,868004.62,C1857489498,868004.62,0.0,C1695916272,0.0,868004.62,1,0
157,CASH_IN,64800.45,C388762208,13467686.82,13532487.27,C1008116068,1341940.46,1277140.01,0,0
546,TRANSFER,105097.16,C41608153,105097.16,0.0,C119014048,0.0,0.0,1,0
207,CASH_OUT,38427.47,C1399554611,38427.47,0.0,C988696172,27167.41,65594.88,1,0
79,CASH_OUT,1619331.51,C1899697178,1619331.51,0.0,C553920581,0.0,1619331.51,1,0
420,CASH_OUT,430722.59,C1979801086,430722.59,0.0,C207357507,1630593.27,2061315.87,1,0
167,PAYMENT,4849.0,C133631899,0.0,0.0,M1111759618,0.0,0.0,0,0
183,CASH_OUT,101143.27,C1344530761,0.0,0.0,C483108316,762370.96,863514.23,0,0
212,PAYMENT,6533.88,C1750440764,38.0,0.0,M1963671011,0.0,0.0,0,0
304,PAYMENT,4373.15,C177202185,0.0,0.0,M527866459,0.0,0.0,0,0
656,CASH_OUT,46291.81,C68542606,46291.81,0.0,C1411993803,799108.3,845400.11,1,0
48,TRANSFER,5489302.04,C806769154,5489302.04,0.0,C519182481,0.0,0.0,1,0
383,CASH_OUT,4731371.88,C1671601365,4731371.88,0.0,C66224368,0.0,4731371.88,1,0
465,CASH_OUT,1760061.57,C1907027988,1760061.57,0.0,C1368065448,142305.44,1902367.02,1,0
150,CASH_OUT,1994285.14,C1177478126,1994285.14,0.0,C801773447,150793.71,2145078.85,1,0
226,TRANSFER,82869.09,C712970415,82869.09,0.0,C590051909,0.0,0.0,1,0
47,CASH_OUT,13172.17,C11443462,13172.17,0.0,C1334228384,0.0,13172.17,1,0
86,CASH_OUT,305817.12,C337026029,305817.12,0.0,C1022926752,0.0,305817.12,1,0
206,CASH_IN,15315.44,C1826661239,5832796.9,5848112.35,C521348046,2285337.84,2270022.39,0,0
394,PAYMENT,10787.31,C643125695,2667.0,0.0,M368887087,0.0,0.0,0,0
231,TRANSFER,105080.35,C1603667010,105080.35,0.0,C70652634,0.0,0.0,1,0
197,TRANSFER,486060.16,C813852044,486060.16,0.0,C34034576,0.0,0.0,1,0
161,CASH_IN,22373.86,C966319593,307496.32,329870.18,C1318123778,44366.39,21992.53,0,0
225,TRANSFER,444206.54,C877017175,0.0,0.0,C2134509759,3987027.94,4431234.49,0,0
140,CASH_IN,65783.25,C939718960,9254217.23,9320000.48,C1240800318,1164761.35,1098978.1,0,0
135,PAYMENT,31072.35,C1175035841,110696.02,79623.67,M1710421052,0.0,0.0,0,0
412,CASH_OUT,571163.03,C1600275467,571163.03,0.0,C902858452,45861.48,617024.51,1,0
591,TRANSFER,1777758.65,C432403364,1777758.65,0.0,C1905990879,0.0,0.0,1,0
404,CASH_OUT,59897.2,C576883228,0.0,0.0,C1547591129,197916.85,257814.04,0,0
420,CASH_OUT,116489.77,C504789757,116489.77,0.0,C1731829821,0.0,116489.77,1,0
185,TRANSFER,63009.43,C1562667189,63009.43,0.0,C2129142994,0.0,122454.16,1,0
184,CASH_OUT,1279.26,C1895002202,134450.0,133170.74,C411584663,126646.31,127925.57,0,0
260,PAYMENT,10014.69,C1908729584,405043.0,395028.31,M2036236943,0.0,0.0,0,0
98,TRANSFER,63624.08,C1872359745,63624.08,0.0,C1089130504,0.0,0.0,1,0
96,CASH_OUT,155620.98,C102945257,305624.43,150003.45,C1401844281,674284.0,829904.98,0,0
207,PAYMENT,8126.46,C1574235480,2203.0,0.0,M1257527561,0.0,0.0,0,0
443,TRANSFER,348915.96,C1721589363,348915.96,0.0,C2136928394,0.0,0.0,1,0
17,CASH_IN,88024.98,C1989819716,11055558.66,11143583.64,C956849691,579835.05,491810.07,0,0
610,TRANSFER,646676.42,C1136893398,646676.42,0.0,C850364228,0.0,0.0,1,0
61,TRANSFER,475368.94,C397354505,475368.94,0.0,C320276503,0.0,0.0,1,0
34,CASH_OUT,402153.02,C1124660748,0.0,0.0,C683593387,5756386.47,7127376.8,0,0
695,CASH_OUT,799123.57,C999561448,799123.57,0.0,C1038753033,5474293.01,6273416.58,1,0
187,CASH_OUT,70114.09,C264883939,0.0,0.0,C1309479904,752056.82,822170.91,0,0
531,CASH_OUT,834203.65,C647849713,834203.65,0.0,C1237314192,0.0,834203.65,1,0
272,CASH_OUT,166972.46,C1729423257,166972.46,0.0,C1949981498,9314.02,176286.48,1,0
185,PAYMENT,15333.81,C1989982922,285.0,0.0,M24589519,0.0,0.0,0,0
288,DEBIT,675.41,C302566637,104876.0,104200.59,C1055028759,257351.71,258027.12,0,0
177,CASH_OUT,66133.33,C1096799642,41251.0,0.0,C203350107,0.0,66133.33,0,0
305,CASH_OUT,775214.93,C1577612322,0.0,0.0,C1982686686,8080276.64,8855491.57,0,0
134,TRANSFER,100109.03,C1626206684,100109.03,0.0,C1082903633,0.0,0.0,1,0
43,PAYMENT,3259.39,C1560025658,0.0,0.0,M1521258042,0.0,0.0,0,0
154,CASH_IN,222009.32,C1276617984,1705524.55,1927533.87,C2060125850,530901.37,308892.05,0,0
620,CASH_OUT,295205.08,C1005007866,295205.08,0.0,C930467576,55972.48,351177.56,1,0
117,CASH_OUT,16671.29,C93029776,16671.29,0.0,C13750897,794922.06,811593.35,1,0
551,CASH_OUT,813992.49,C990823587,813992.49,0.0,C1506986844,24794625.2,25608617.69,1,0
235,TRANSFER,4814.69,C964573395,4814.69,0.0,C665851220,0.0,0.0,1,0
212,PAYMENT,42233.35,C1131175107,0.0,0.0,M688189379,0.0,0.0,0,0
352,PAYMENT,4184.94,C1342481819,16595.0,12410.06,M1418031311,0.0,0.0,0,0
187,TRANSFER,586167.06,C1408812306,0.0,0.0,C1180401408,1271487.93,1857654.99,0,0
379,PAYMENT,618.95,C72219015,0.0,0.0,M1533750373,0.0,0.0,0,0
347,CASH_OUT,527528.73,C1919327483,65057.0,0.0,C1859604795,33742.33,561271.06,0,0
183,CASH_OUT,4354175.33,C750241530,4354175.33,0.0,C96592525,0.0,4778329.47,1,0
531,TRANSFER,4791.06,C923057067,4791.06,0.0,C247187997,0.0,0.0,1,0
228,PAYMENT,16282.96,C19297009,139561.59,123278.63,M1034602018,0.0,0.0,0,0
424,CASH_OUT,2772748.37,C323857001,2772748.37,0.0,C1982168080,0.0,2772748.37,1,0
536,CASH_OUT,844213.81,C1857315735,844213.81,0.0,C541525278,0.0,844213.81,1,0
584,TRANSFER,777448.03,C86523774,777448.03,0.0,C262188325,0.0,0.0,1,0
6,CASH_OUT,33332.86,C685428529,33332.86,0.0,C1626759869,31002.0,0.0,1,0
185,CASH_IN,15820.24,C511947362,42.0,15862.24,C58533256,165083.0,149262.76,0,0
325,CASH_IN,11688.69,C788566823,8098461.07,8110149.75,C2071516617,763294.53,751605.84,0,0
373,TRANSFER,530354.58,C1625326980,530354.58,0.0,C1011865698,0.0,0.0,1,0
567,TRANSFER,175203.45,C905679615,175203.45,0.0,C572787442,0.0,0.0,1,0
479,CASH_OUT,6669495.34,C155884105,6669495.34,0.0,C52395788,251579.17,6921074.51,1,0
350,TRANSFER,207517.2,C1366548953,207517.2,0.0,C720291074,0.0,0.0,1,0
109,TRANSFER,3523089.46,C1036579486,3523089.46,0.0,C1338642414,0.0,0.0,1,0
11,CASH_OUT,16341.53,C16830707,0.0,0.0,C128035256,214011.08,230352.61,0,0
259,CASH_OUT,261789.38,C1936245438,0.0,0.0,C2077098909,2465285.16,2727074.54,0,0
325,CASH_OUT,75331.5,C514388358,19920.0,0.0,C1736899744,986588.83,1061920.33,0,0
323,PAYMENT,35664.25,C1116989484,0.0,0.0,M1436526894,0.0,0.0,0,0
519,TRANSFER,105491.11,C1390328972,105491.11,0.0,C849805012,0.0,0.0,1,0
217,TRANSFER,538312.05,C640532730,538312.05,0.0,C1898517729,0.0,0.0,1,0
156,CASH_OUT,773696.12,C1433143249,773696.12,0.0,C2122364089,0.0,773696.12,1,0
572,CASH_OUT,151715.39,C80837759,151715.39,0.0,C1302224324,1091370.69,1243086.09,1,0
346,PAYMENT,8495.39,C1392828015,27573.0,19077.61,M15829153,0.0,0.0,0,0
74,CASH_OUT,1311150.9,C605093641,1311150.9,0.0,C721605153,0.0,1311150.9,1,0
262,TRANSFER,2914653.69,C767295910,2914653.69,0.0,C258732542,0.0,0.0,1,0
181,PAYMENT,25194.03,C483914113,196.0,0.0,M1725862802,0.0,0.0,0,0
345,TRANSFER,116940.32,C1197962253,116940.32,0.0,C119628721,0.0,0.0,1,0
233,CASH_OUT,122090.79,C1011665365,122090.79,0.0,C1882225131,0.0,122090.79,1,0
264,TRANSFER,84196.79,C1271945104,84196.79,0.0,C622968772,0.0,0.0,1,0
307,TRANSFER,16734.61,C166709172,16734.61,0.0,C1054064905,0.0,0.0,1,0
10,TRANSFER,1227420.21,C193318944,0.0,0.0,C1416283760,1280847.36,2508267.57,0,0
578,CASH_OUT,68755.57,C1983934079,68755.57,0.0,C328707077,1555552.28,1624307.85,1,0
550,CASH_OUT,418883.3,C1445694227,0.0,0.0,C1371730317,18968882.8,19387766.11,0,0
263,CASH_IN,311255.72,C1728419600,386484.71,697740.43,C85211554,4893952.74,4582697.02,0,0
351,PAYMENT,2328.91,C331361038,0.0,0.0,M1877824063,0.0,0.0,0,0
157,CASH_IN,400151.94,C1263147449,16086.0,416237.94,C2048568344,2084806.94,1899987.04,0,0
323,TRANSFER,753723.54,C1436025461,753723.54,0.0,C1927560310,0.0,0.0,1,0
546,PAYMENT,23439.07,C591935914,0.0,0.0,M543772110,0.0,0.0,0,0
275,CASH_OUT,31289.02,C2005451350,0.0,0.0,C447965153,55284.31,86573.33,0,0
324,TRANSFER,450458.78,C1707425123,450458.78,0.0,C226736635,0.0,0.0,1,0
142,CASH_OUT,78810.3,C688380113,78810.3,0.0,C1780087922,802788.52,881598.82,1,0
221,TRANSFER,1123561.68,C1234309969,1123561.68,0.0,C587188586,0.0,0.0,1,0
379,CASH_OUT,49008.52,C689242613,0.0,0.0,C1375637906,8960862.06,9009870.57,0,0
464,TRANSFER,880975.83,C1991993954,880975.83,0.0,C1163515588,0.0,0.0,1,0
354,CASH_OUT,91692.69,C2106826048,726.0,0.0,C330428251,0.0,91692.69,0,0
143,CASH_OUT,255141.71,C824361140,0.0,0.0,C1832174712,340598.68,595740.39,0,0
10,PAYMENT,429.27,C1221570721,456396.94,455967.67,M1317906958,0.0,0.0,0,0
308,PAYMENT,59064.78,C843331457,82567.6,23502.81,M577907690,0.0,0.0,0,0
129,CASH_IN,87840.93,C541159653,653.0,88493.93,C708563499,0.0,0.0,0,0
433,TRANSFER,673722.73,C1578662968,673722.73,0.0,C620731531,0.0,0.0,1,0
346,PAYMENT,5405.11,C1947602255,21966.0,16560.89,M2118852656,0.0,0.0,0,0
388,TRANSFER,680224.41,C2009706800,680224.41,0.0,C215387112,0.0,0.0,1,0
264,PAYMENT,1809.01,C938896644,70884.0,69074.99,M608843587,0.0,0.0,0,0
400,CASH_OUT,130278.99,C2081998466,130278.99,0.0,C1015309209,690756.3,821035.3,1,0
235,CASH_OUT,228351.26,C1082948982,5450.0,0.0,C441816853,1067181.52,1295532.78,0,0
520,TRANSFER,2871898.5,C955101286,2871898.5,0.0,C1205312123,0.0,0.0,1,0
521,TRANSFER,5087422.03,C1720256828,5087422.03,0.0,C1859977645,0.0,0.0,1,0
258,TRANSFER,618270.9,C1716255280,618270.9,0.0,C79653418,0.0,0.0,1,0
599,CASH_OUT,697652.19,C525332460,697652.19,0.0,C317265884,0.0,697652.19,1,0
187,PAYMENT,14615.4,C2049919016,0.0,0.0,M864745534,0.0,0.0,0,0
652,TRANSFER,2911505.23,C1683729969,2911505.23,0.0,C557033420,0.0,0.0,1,0
309,PAYMENT,12809.95,C1646619720,0.0,0.0,M1606431702,0.0,0.0,0,0
347,CASH_IN,115457.8,C1279988750,4757337.46,4872795.27,C960304461,709186.6,593728.79,0,0
625,TRANSFER,367631.15,C1509481580,367631.15,0.0,C455153716,0.0,0.0,1,0
588,CASH_OUT,187128.57,C1552716986,187128.57,0.0,C562686021,846965.44,1034094.01,1,0
390,TRANSFER,4525901.25,C220187177,4525901.25,0.0,C1783675813,0.0,0.0,1,0
332,PAYMENT,11585.87,C1719286109,138.0,0.0,M1532064899,0.0,0.0,0,0
20,TRANSFER,2557427.61,C1865756933,0.0,0.0,C209941417,3665324.53,6222752.14,0,0
58,CASH_OUT,246938.77,C1249676524,246938.77,0.0,C1822682019,0.0,246938.77,1,0
386,CASH_OUT,1500582.08,C869621048,1500582.08,0.0,C1722207907,24882357.62,26382939.7,1,0
205,CASH_IN,111329.66,C2124672019,60513.0,171842.66,C1721363056,1192249.3,1509494.88,0,0
209,PAYMENT,4083.46,C834733599,39812.0,35728.54,M109192160,0.0,0.0,0,0
106,TRANSFER,8999.56,C634089015,8999.56,0.0,C1337869699,0.0,0.0,1,0
41,CASH_OUT,32690.68,C1070694303,32690.68,0.0,C1612957594,2361188.1,2393878.78,1,0
53,TRANSFER,931684.75,C101455775,931684.75,0.0,C1834538811,0.0,0.0,1,0
329,CASH_OUT,108062.72,C410201826,0.0,0.0,C1442233061,858571.9,966634.62,0,0
20,CASH_OUT,188137.82,C497160885,0.0,0.0,C1988794428,301294.41,489432.23,0,0
701,TRANSFER,1947831.96,C83368332,1947831.96,0.0,C195897320,0.0,0.0,1,0
313,CASH_IN,246898.06,C65047227,3963281.25,4210179.31,C222005440,560643.93,313745.87,0,0
179,PAYMENT,12445.75,C861143945,297896.0,285450.25,M593251800,0.0,0.0,0,0
648,TRANSFER,17733.57,C766999247,17733.57,0.0,C1200809974,0.0,0.0,1,0
25,CASH_OUT,802382.45,C1343455954,802382.45,0.0,C1045004287,0.0,802382.45,1,0
137,TRANSFER,1746415.27,C1430436436,1746415.27,0.0,C1190598592,0.0,0.0,1,0
403,CASH_OUT,196254.03,C2032582234,196254.03,0.0,C677415412,0.0,196254.03,1,0
172,TRANSFER,800024.12,C1324987757,800024.12,0.0,C704140771,0.0,0.0,1,0
499,TRANSFER,43308.07,C1244562453,43308.07,0.0,C1559662408,0.0,0.0,1,0
263,CASH_OUT,273408.94,C243815922,273408.94,0.0,C227208955,0.0,273408.94,1,0
477,TRANSFER,6646879.72,C2023738276,6646879.72,0.0,C1104022737,0.0,0.0,1,0
303,CASH_OUT,447009.83,C1440171055,447009.83,0.0,C1229115940,45138.12,492147.95,1,0
402,TRANSFER,91890.45,C1323669599,0.0,0.0,C21470213,160934.43,252824.88,0,0
468,CASH_OUT,1165187.89,C1626151700,1165187.89,0.0,C184686299,0.0,1165187.89,1,0
236,CASH_OUT,19435.21,C799464230,0.0,0.0,C1405309586,1002394.66,1021829.87,0,0
69,CASH_OUT,2147778.33,C515510845,2147778.33,0.0,C415699959,0.0,2147778.33,1,0
131,CASH_OUT,47855.55,C921852784,175651.0,127795.45,C748736791,440894.81,460965.61,0,0
606,CASH_OUT,455788.55,C1120752458,455788.55,0.0,C2045354629,0.0,455788.55,1,0
494,CASH_OUT,3642569.29,C1013288403,3642569.29,0.0,C581415324,1907850.52,5550419.81,1,0
698,TRANSFER,2479767.72,C500011939,2479767.72,0.0,C2100381776,0.0,0.0,1,0
18,CASH_IN,36142.65,C531346585,11864552.86,11900695.51,C1697274581,117742.6,81599.94,0,0
203,TRANSFER,653838.72,C67173741,0.0,0.0,C964268527,788546.77,1442385.5,0,0
132,PAYMENT,10231.6,C544226513,0.0,0.0,M1697028323,0.0,0.0,0,0
380,PAYMENT,16672.79,C782918304,5139.0,0.0,M2118024657,0.0,0.0,0,0
695,PAYMENT,8260.6,C1640101793,0.0,0.0,M1153315439,0.0,0.0,0,0
353,PAYMENT,13345.67,C1924190680,11418.0,0.0,M237451473,0.0,0.0,0,0
44,CASH_IN,211019.91,C311564159,2134126.02,2345145.93,C721770377,582091.46,371071.55,0,0
377,CASH_OUT,162254.94,C1969037337,0.0,0.0,C1325381006,169845.55,332100.49,0,0
657,TRANSFER,2429711.09,C1209540867,2429711.09,0.0,C1041044080,0.0,0.0,1,0
612,CASH_OUT,2082884.49,C735225531,2082884.49,0.0,C19320432,3261945.96,5344830.44,1,0
41,PAYMENT,9429.92,C957854533,5430.0,0.0,M405063943,0.0,0.0,0,0
187,PAYMENT,685.42,C481305721,26951.65,26266.24,M601295328,0.0,0.0,0,0
674,CASH_OUT,171651.7,C1811092030,171651.7,0.0,C1174681739,2336193.5,2507845.2,1,0
674,CASH_OUT,932922.6,C1600632872,932922.6,0.0,C229575855,400110.15,1333032.75,1,0
537,CASH_OUT,254773.22,C127960549,254773.22,0.0,C1692377188,672304.86,927078.09,1,0
573,CASH_OUT,438139.79,C450782452,438139.79,0.0,C610652311,3276649.54,3714789.33,1,0
40,PAYMENT,6976.24,C783638800,16735.0,9758.76,M1720992979,0.0,0.0,0,0
354,CASH_IN,153713.06,C1359636805,76989.0,230702.06,C1579794675,91655.01,0.0,0,0
93,CASH_OUT,3206623.39,C1011158272,3206623.39,0.0,C1883340818,3449811.9,6965506.67,1,0
354,TRANSFER,481006.95,C1291505174,0.0,0.0,C391931385,7323950.26,7804957.21,0,0
378,PAYMENT,6923.49,C530445733,0.0,0.0,M1879946159,0.0,0.0,0,0
101,CASH_OUT,891944.51,C1119545712,891944.51,0.0,C1334770230,0.0,891944.51,1,0
316,CASH_OUT,634911.47,C66770799,634911.47,0.0,C1680241779,8841.66,643753.13,1,0
206,PAYMENT,12976.71,C1980000177,121006.73,108030.03,M1072798898,0.0,0.0,0,0
273,CASH_OUT,95235.46,C1020268899,95235.46,0.0,C924123297,5736.45,100971.91,1,0
632,CASH_OUT,52541.42,C2040719079,52541.42,0.0,C1305749769,0.0,52541.42,1,0
140,CASH_IN,55659.15,C1574986014,121378.0,177037.15,C1367861580,0.0,0.0,0,0
375,CASH_IN,96222.42,C973406476,7013.0,103235.42,C530230462,19964.37,0.0,0,0
347,PAYMENT,68293.98,C2015952970,463586.0,395292.02,M1364102453,0.0,0.0,0,0
282,CASH_OUT,107154.91,C948279191,101617.0,0.0,C1953139306,436356.67,543511.58,0,0
485,CASH_OUT,1425802.24,C1247391276,1425802.24,0.0,C2010547624,3978784.16,5404586.4,1,0
1,CASH_OUT,35063.63,C1635772897,35063.63,0.0,C1983025922,31140.0,7550.03,1,0
34,CASH_IN,144821.78,C853044749,30838.0,175659.78,C1720036222,229053.45,240220.53,0,0
167,PAYMENT,2550.75,C941875912,59480.0,56929.25,M1101826870,0.0,0.0,0,0
232,CASH_OUT,532140.87,C1826914938,24909.0,0.0,C551542288,8023.84,540164.71,0,0
102,CASH_OUT,22025.14,C505649715,22025.14,0.0,C2023092141,1730076.39,1752101.53,1,0
188,CASH_IN,66947.59,C1702589086,6296005.38,6362952.97,C1152085855,267764.75,200817.17,0,0
300,PAYMENT,7842.48,C465334156,0.0,0.0,M116877306,0.0,0.0,0,0
209,TRANSFER,329156.43,C1966259064,329156.43,0.0,C477578794,0.0,0.0,1,0
130,PAYMENT,12136.69,C1943863727,115185.22,103048.53,M911222485,0.0,0.0,0,0
452,TRANSFER,7578130.45,C1538555812,7578130.45,0.0,C1230453143,0.0,0.0,1,0
164,CASH_OUT,135755.09,C2112150632,471938.0,336182.91,C468652831,302793.7,438548.78,0,0
151,TRANSFER,127091.33,C1183499119,127091.33,0.0,C1668573302,0.0,0.0,1,0
402,CASH_OUT,4257337.62,C1677738676,4257337.62,0.0,C1017016927,3108.24,4260445.86,1,0
415,TRANSFER,3242183.64,C503443667,3242183.64,0.0,C1319935848,0.0,0.0,1,0
619,CASH_OUT,347893.16,C238168336,347893.16,0.0,C1904688635,0.0,347893.16,1,0
154,TRANSFER,131731.36,C267122275,0.0,0.0,C108460726,289434.34,421165.7,0,0
159,CASH_OUT,58590.58,C810093082,30464.0,0.0,C286228793,308552.98,367143.56,0,0
249,CASH_OUT,3138.25,C550487166,3138.25,0.0,C156487696,249297.18,252435.43,1,0
388,TRANSFER,236388.4,C907729353,236388.4,0.0,C82050695,0.0,0.0,1,0
350,CASH_OUT,640648.06,C2092626574,640648.06,0.0,C1839236136,1714269.39,2354917.45,1,0
140,PAYMENT,14544.29,C2010462863,0.0,0.0,M1795569910,0.0,0.0,0,0
709,TRANSFER,87541.41,C862377395,87541.41,0.0,C601150509,0.0,0.0,1,0
377,TRANSFER,73946.79,C1995894884,73946.79,0.0,C2035661541,0.0,0.0,1,0
135,TRANSFER,128417.96,C244991293,128417.96,0.0,C1736477135,0.0,0.0,1,0
561,TRANSFER,615954.92,C114731289,615954.92,0.0,C236726278,0.0,0.0,1,0
624,TRANSFER,10000000.0,C1874951604,12626957.79,2626957.79,C72573471,0.0,0.0,1,0
212,CASH_OUT,362631.05,C1776783873,362631.05,0.0,C1114102107,31491.56,394122.61,1,0
137,CASH_OUT,167770.92,C588807706,360148.0,192377.08,C2147040118,251346.16,419117.08,0,0
209,PAYMENT,4493.09,C119867300,0.0,0.0,M718812807,0.0,0.0,0,0
212,TRANSFER,362631.05,C1251759902,362631.05,0.0,C75355732,0.0,0.0,1,0
135,PAYMENT,17230.39,C955049465,48395.44,31165.05,M334400631,0.0,0.0,0,0
51,TRANSFER,361460.79,C877036651,361460.79,0.0,C748208035,0.0,0.0,1,0
140,CASH_OUT,6783.47,C87316274,6783.47,0.0,C1051603827,88745.55,95529.02,1,0
253,TRANSFER,690510.31,C1283193575,690510.31,0.0,C1577097476,0.0,0.0,1,0
130,PAYMENT,10044.99,C1000502024,0.0,0.0,M1896466681,0.0,0.0,0,0
367,TRANSFER,48774.46,C479368139,48774.46,0.0,C342463747,0.0,0.0,1,0
178,PAYMENT,14958.81,C42506131,0.0,0.0,M1093102935,0.0,0.0,0,0
236,PAYMENT,1233.85,C1038522959,0.0,0.0,M1314697502,0.0,0.0,0,0
258,CASH_IN,126383.97,C2086544101,5027567.2,5153951.16,C1303389131,2722884.18,2596500.21,0,0
307,CASH_IN,87006.8,C1666021030,92728.18,179734.98,C68529306,154473.08,67466.28,0,0
612,PAYMENT,27786.8,C1550661358,136020.0,108233.2,M1123275798,0.0,0.0,0,0
284,CASH_OUT,150679.5,C1992204170,7033.0,0.0,C313637059,167924.84,318604.34,0,0
563,CASH_IN,194054.96,C1921363798,52776.0,246830.96,C271666314,0.0,0.0,0,0
34,PAYMENT,2126.81,C1972648292,0.0,0.0,M638756329,0.0,0.0,0,0
447,CASH_OUT,834592.4,C851101642,834592.4,0.0,C1583598303,236428.35,1071020.75,1,0
181,CASH_OUT,275368.21,C1334906038,70560.0,0.0,C1965091244,490887.25,766255.46,0,0
659,CASH_OUT,322449.29,C429781443,0.0,0.0,C571556316,453698.07,776147.37,0,0
168,PAYMENT,486.76,C939325086,42747.0,42260.24,M1693754772,0.0,0.0,0,0
625,CASH_OUT,6870369.62,C962232328,6870369.62,0.0,C1481177013,0.0,6870369.62,1,0
274,CASH_OUT,529659.95,C554382574,529659.95,0.0,C1058336842,333075.03,862734.98,1,0
401,TRANSFER,498593.22,C605711865,4031.0,0.0,C1736576070,67119.6,565712.83,0,0
181,TRANSFER,955505.54,C997127653,955505.54,0.0,C1969513501,0.0,0.0,1,0
424,TRANSFER,1058602.68,C1952841743,1058602.68,0.0,C1842449646,0.0,0.0,1,0
266,TRANSFER,10000000.0,C2070647495,15494862.93,5494862.93,C1808278362,0.0,0.0,1,0
83,TRANSFER,286769.07,C1444107396,286769.07,0.0,C1562027253,0.0,0.0,1,0
93,CASH_OUT,48295.79,C1055094806,0.0,0.0,C599750814,1638440.86,1686736.65,0,0
473,CASH_OUT,70239.81,C867506541,70239.81,0.0,C1424690592,255444.42,325684.23,1,0
348,PAYMENT,14898.25,C1383076380,0.0,0.0,M1397524616,0.0,0.0,0,0
654,CASH_OUT,1290224.84,C303493343,1290224.84,0.0,C1404739013,0.0,1290224.84,1,0
348,CASH_IN,114138.79,C1839458305,10938252.51,11052391.31,C295527467,1215675.46,1101536.66,0,0
370,TRANSFER,10000000.0,C1802427135,11653144.1,1653144.1,C1072055067,0.0,0.0,1,0
277,CASH_OUT,2392482.86,C1970217984,2392482.86,0.0,C1229385284,2414558.13,4807040.99,1,0
12,CASH_OUT,2007.0,C1331829443,2007.0,0.0,C127509847,129917.8,250910.76,1,0
13,CASH_OUT,316987.35,C1266947635,50180.0,0.0,C302025300,0.0,529429.81,0,0
42,CASH_OUT,180611.57,C1613947997,201215.0,20603.43,C201696824,165767.76,346379.32,0,0
282,CASH_OUT,1709224.02,C1858035274,1709224.02,0.0,C915489737,58103.22,1767327.24,1,0
17,PAYMENT,343.37,C1204518651,329.0,0.0,M225271319,0.0,0.0,0,0
500,CASH_OUT,248274.6,C661680097,13975.0,0.0,C1032307406,34435.83,282710.43,0,0
401,CASH_OUT,1806516.34,C1142691202,1806516.34,0.0,C1363990077,0.0,1806516.34,1,0
205,CASH_IN,196013.34,C826661206,1807930.99,2003944.33,C1051807138,6124768.31,5928754.97,0,0
255,CASH_OUT,257691.93,C492537770,0.0,0.0,C1456626649,327456.02,585147.95,0,0
225,CASH_OUT,74447.11,C1453762991,74447.11,0.0,C1258404685,0.0,74447.11,1,0
573,CASH_OUT,55492.29,C1317096111,78582.3,23090.01,C1911345912,475128.27,530620.56,0,0
401,CASH_OUT,5570.62,C1646713706,22440.0,16869.38,C869368425,0.0,5570.62,0,0
336,CASH_OUT,1950022.93,C865094709,1950022.93,0.0,C1348689298,0.0,1950022.93,1,0
47,TRANSFER,156011.24,C1496997212,156011.24,0.0,C1588957214,0.0,0.0,1,0
433,CASH_OUT,5270.57,C1431630057,5270.57,0.0,C1051716016,305288.23,310558.81,1,0
359,CASH_OUT,7428844.46,C2052842135,7428844.46,0.0,C1331351284,0.0,7428844.46,1,0
322,CASH_IN,119680.69,C432397064,11968142.74,12087823.43,C1125328993,309183.16,189502.47,0,0
543,TRANSFER,57204.07,C2080854887,57204.07,0.0,C2001477258,0.0,0.0,1,0
233,CASH_OUT,188048.25,C1870659030,203761.0,15712.75,C1242674701,723221.56,911269.81,0,0
186,TRANSFER,487114.9,C1565604166,0.0,0.0,C107296436,2059316.16,2546431.06,0,0
282,TRANSFER,421124.42,C996122046,0.0,0.0,C1142899330,2245188.34,2666312.76,0,0
212,TRANSFER,94261.84,C1350141268,94261.84,0.0,C1676513288,0.0,0.0,1,0
43,CASH_OUT,60778.99,C727061626,249585.68,188806.69,C1889745809,1218982.05,1279761.04,0,0
625,CASH_OUT,3020974.53,C1499479163,3020974.53,0.0,C1579821297,943032.19,3964006.72,1,0
697,CASH_OUT,106850.22,C1154596153,106850.22,0.0,C332712449,225081.54,331931.76,1,0
19,CASH_OUT,455652.25,C1453355700,0.0,0.0,C2132821511,618207.47,818929.74,0,0
158,CASH_OUT,60469.12,C193420329,15066.0,0.0,C1427692066,0.0,60469.12,0,0
236,PAYMENT,12498.35,C2089868879,33617.0,21118.65,M110886798,0.0,0.0,0,0
243,CASH_OUT,5044147.53,C747186981,5044147.53,0.0,C1566713324,0.0,5044147.53,1,0
300,TRANSFER,176059.16,C1589553907,176059.16,0.0,C1151960519,0.0,0.0,1,0
105,TRANSFER,1767112.66,C682978594,1767112.66,0.0,C121024766,0.0,0.0,1,0
